Paper Name,Authors,PDF Link
Decoupled DETR: Spatially Disentangling Localization and Classification for Improved End-to-End Object Detection,"Zhang, Manyuan, Song, Guanglu, Liu, Yu, Li, Hongsheng",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_Decoupled_DETR_Spatially_Disentangling_Localization_and_Classification_for_Improved_End-to-End_ICCV_2023_paper.pdf
GIFD: A Generative Gradient Inversion Method with Feature Domain Optimization,"Fang, Hao, Chen, Bin, Wang, Xuan, Wang, Zhi, Xia, Shu-Tao",https://openaccess.thecvf.com/content/ICCV2023/papers/Fang_GIFD_A_Generative_Gradient_Inversion_Method_with_Feature_Domain_Optimization_ICCV_2023_paper.pdf
VLN-PETL: Parameter-Efficient Transfer Learning for Vision-and-Language Navigation,"Qiao, Yanyuan, Yu, Zheng, Wu, Qi",https://openaccess.thecvf.com/content/ICCV2023/papers/Qiao_VLN-PETL_Parameter-Efficient_Transfer_Learning_for_Vision-and-Language_Navigation_ICCV_2023_paper.pdf
Generalized Sum Pooling for Metric Learning,"G\""urb\""uz, Yeti Z., Sener, Ozan, Alatan, A. Aydin",https://openaccess.thecvf.com/content/ICCV2023/papers/Gurbuz_Generalized_Sum_Pooling_for_Metric_Learning_ICCV_2023_paper.pdf
AlignDet: Aligning Pre-training and Fine-tuning in Object Detection,"Li, Ming, Wu, Jie, Wang, Xionghui, Chen, Chen, Qin, Jie, Xiao, Xuefeng, Wang, Rui, Zheng, Min, Pan, Xin",https://openaccess.thecvf.com/content/ICCV2023/papers/Li_AlignDet_Aligning_Pre-training_and_Fine-tuning_in_Object_Detection_ICCV_2023_paper.pdf
Learning Continuous Exposure Value Representations for Single-Image HDR Reconstruction,"Chen, Su-Kai, Yen, Hung-Lin, Liu, Yu-Lun, Chen, Min-Hung, Hu, Hou-Ning, Peng, Wen-Hsiao, Lin, Yen-Yu",https://openaccess.thecvf.com/content/ICCV2023/papers/Chen_Learning_Continuous_Exposure_Value_Representations_for_Single-Image_HDR_Reconstruction_ICCV_2023_paper.pdf
DREAM: Efficient Dataset Distillation by Representative Matching,"Liu, Yanqing, Gu, Jianyang, Wang, Kai, Zhu, Zheng, Jiang, Wei, You, Yang",https://openaccess.thecvf.com/content/ICCV2023/papers/Liu_DREAM_Efficient_Dataset_Distillation_by_Representative_Matching_ICCV_2023_paper.pdf
MixSynthFormer: A Transformer Encoder-like Structure with Mixed Synthetic Self-attention for Efficient Human Pose Estimation,"Sun, Yuran, Dougherty, Alan William, Zhang, Zhuoying, Choi, Yi King, Wu, Chuan",https://openaccess.thecvf.com/content/ICCV2023/papers/Sun_MixSynthFormer_A_Transformer_Encoder-like_Structure_with_Mixed_Synthetic_Self-attention_for_ICCV_2023_paper.pdf
Focus on Your Target: A Dual Teacher-Student Framework for Domain-Adaptive Semantic Segmentation,"Huo, Xinyue, Xie, Lingxi, Zhou, Wengang, Li, Houqiang, Tian, Qi",https://openaccess.thecvf.com/content/ICCV2023/papers/Huo_Focus_on_Your_Target_A_Dual_Teacher-Student_Framework_for_Domain-Adaptive_ICCV_2023_paper.pdf
Enhanced Meta Label Correction for Coping with Label Corruption,"Taraday, Mitchell Keren, Baskin, Chaim",https://openaccess.thecvf.com/content/ICCV2023/papers/Taraday_Enhanced_Meta_Label_Correction_for_Coping_with_Label_Corruption_ICCV_2023_paper.pdf
Dense Text-to-Image Generation with Attention Modulation,"Kim, Yunji, Lee, Jiyoung, Kim, Jin-Hwa, Ha, Jung-Woo, Zhu, Jun-Yan",https://openaccess.thecvf.com/content/ICCV2023/papers/Kim_Dense_Text-to-Image_Generation_with_Attention_Modulation_ICCV_2023_paper.pdf
HumanMAC: Masked Motion Completion for Human Motion Prediction,"Chen, Ling-Hao, Zhang, JiaWei, Li, Yewen, Pang, Yiren, Xia, Xiaobo, Liu, Tongliang",https://openaccess.thecvf.com/content/ICCV2023/papers/Chen_HumanMAC_Masked_Motion_Completion_for_Human_Motion_Prediction_ICCV_2023_paper.pdf
Will Large-scale Generative Models Corrupt Future Datasets?,"Hataya, Ryuichiro, Bao, Han, Arai, Hiromi",https://openaccess.thecvf.com/content/ICCV2023/papers/Hataya_Will_Large-scale_Generative_Models_Corrupt_Future_Datasets_ICCV_2023_paper.pdf
SHACIRA: Scalable HAsh-grid Compression for Implicit Neural Representations,"Girish, Sharath, Shrivastava, Abhinav, Gupta, Kamal",https://openaccess.thecvf.com/content/ICCV2023/papers/Girish_SHACIRA_Scalable_HAsh-grid_Compression_for_Implicit_Neural_Representations_ICCV_2023_paper.pdf
Prompt Switch: Efficient CLIP Adaptation for Text-Video Retrieval,"Deng, Chaorui, Chen, Qi, Qin, Pengda, Chen, Da, Wu, Qi",https://openaccess.thecvf.com/content/ICCV2023/papers/Deng_Prompt_Switch_Efficient_CLIP_Adaptation_for_Text-Video_Retrieval_ICCV_2023_paper.pdf
Video Action Recognition with Attentive Semantic Units,"Chen, Yifei, Chen, Dapeng, Liu, Ruijin, Li, Hao, Peng, Wei",https://openaccess.thecvf.com/content/ICCV2023/papers/Chen_Video_Action_Recognition_with_Attentive_Semantic_Units_ICCV_2023_paper.pdf
Sentence Attention Blocks for Answer Grounding,"Khoshsirat, Seyedalireza, Kambhamettu, Chandra",https://openaccess.thecvf.com/content/ICCV2023/papers/Khoshsirat_Sentence_Attention_Blocks_for_Answer_Grounding_ICCV_2023_paper.pdf
Scanning Only Once: An End-to-end Framework for Fast Temporal Grounding in Long Videos,"Pan, Yulin, He, Xiangteng, Gong, Biao, Lv, Yiliang, Shen, Yujun, Peng, Yuxin, Zhao, Deli",https://openaccess.thecvf.com/content/ICCV2023/papers/Pan_Scanning_Only_Once_An_End-to-end_Framework_for_Fast_Temporal_Grounding_ICCV_2023_paper.pdf
A Low-Shot Object Counting Network With Iterative Prototype Adaptation,{\DJ,https://openaccess.thecvf.com/content/ICCV2023/papers/Dukic_A_Low-Shot_Object_Counting_Network_With_Iterative_Prototype_Adaptation_ICCV_2023_paper.pdf
Towards Fairness-aware Adversarial Network Pruning,"Zhang, Lei, Wang, Zhibo, Dong, Xiaowei, Feng, Yunhe, Pang, Xiaoyi, Zhang, Zhifei, Ren, Kui",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_Towards_Fairness-aware_Adversarial_Network_Pruning_ICCV_2023_paper.pdf
VoroMesh: Learning Watertight Surface Meshes with Voronoi Diagrams,"Maruani, Nissim, Klokov, Roman, Ovsjanikov, Maks, Alliez, Pierre, Desbrun, Mathieu",https://openaccess.thecvf.com/content/ICCV2023/papers/Maruani_VoroMesh_Learning_Watertight_Surface_Meshes_with_Voronoi_Diagrams_ICCV_2023_paper.pdf
Breaking Temporal Consistency: Generating Video Universal Adversarial Perturbations Using Image Models,"Kim, Hee-Seon, Son, Minji, Kim, Minbeom, Kwon, Myung-Joon, Kim, Changick",https://openaccess.thecvf.com/content/ICCV2023/papers/Kim_Breaking_Temporal_Consistency_Generating_Video_Universal_Adversarial_Perturbations_Using_Image_ICCV_2023_paper.pdf
Smoothness Similarity Regularization for Few-Shot GAN Adaptation,"Sushko, Vadim, Wang, Ruyu, Gall, Juergen",https://openaccess.thecvf.com/content/ICCV2023/papers/Sushko_Smoothness_Similarity_Regularization_for_Few-Shot_GAN_Adaptation_ICCV_2023_paper.pdf
Distilling Coarse-to-Fine Semantic Matching Knowledge for Weakly Supervised 3D Visual Grounding,"Wang, Zehan, Huang, Haifeng, Zhao, Yang, Li, Linjun, Cheng, Xize, Zhu, Yichen, Yin, Aoxiong, Zhao, Zhou",https://openaccess.thecvf.com/content/ICCV2023/papers/Wang_Distilling_Coarse-to-Fine_Semantic_Matching_Knowledge_for_Weakly_Supervised_3D_Visual_ICCV_2023_paper.pdf
What does CLIP know about a red circle? Visual prompt engineering for VLMs,"Shtedritski, Aleksandar, Rupprecht, Christian, Vedaldi, Andrea",https://openaccess.thecvf.com/content/ICCV2023/papers/Shtedritski_What_does_CLIP_know_about_a_red_circle_Visual_prompt_ICCV_2023_paper.pdf
MEGA: Multimodal Alignment Aggregation and Distillation For Cinematic Video Segmentation,"Sadoughi, Najmeh, Li, Xinyu, Vajpayee, Avijit, Fan, David, Shuai, Bing, Santos-Villalobos, Hector, Bhat, Vimal, MV, Rohith",https://openaccess.thecvf.com/content/ICCV2023/papers/Sadoughi_MEGA_Multimodal_Alignment_Aggregation_and_Distillation_For_Cinematic_Video_Segmentation_ICCV_2023_paper.pdf
DiffRate : Differentiable Compression Rate for Efficient Vision Transformers,"Chen, Mengzhao, Shao, Wenqi, Xu, Peng, Lin, Mingbao, Zhang, Kaipeng, Chao, Fei, Ji, Rongrong, Qiao, Yu, Luo, Ping",https://openaccess.thecvf.com/content/ICCV2023/papers/Chen_DiffRate__Differentiable_Compression_Rate_for_Efficient_Vision_Transformers_ICCV_2023_paper.pdf
zPROBE: Zero Peek Robustness Checks for Federated Learning,"Ghodsi, Zahra, Javaheripi, Mojan, Sheybani, Nojan, Zhang, Xinqiao, Huang, Ke, Koushanfar, Farinaz",https://openaccess.thecvf.com/content/ICCV2023/papers/Ghodsi_zPROBE_Zero_Peek_Robustness_Checks_for_Federated_Learning_ICCV_2023_paper.pdf
LoLep: Single-View View Synthesis with Locally-Learned Planes and Self-Attention Occlusion Inference,"Wang, Cong, Wang, Yu-Ping, Manocha, Dinesh",https://openaccess.thecvf.com/content/ICCV2023/papers/Wang_LoLep_Single-View_View_Synthesis_with_Locally-Learned_Planes_and_Self-Attention_Occlusion_ICCV_2023_paper.pdf
Multi-Modal Continual Test-Time Adaptation for 3D Semantic Segmentation,"Cao, Haozhi, Xu, Yuecong, Yang, Jianfei, Yin, Pengyu, Yuan, Shenghai, Xie, Lihua",https://openaccess.thecvf.com/content/ICCV2023/papers/Cao_Multi-Modal_Continual_Test-Time_Adaptation_for_3D_Semantic_Segmentation_ICCV_2023_paper.pdf
Exploring Positional Characteristics of Dual-Pixel Data for Camera Autofocus,"Choi, Myungsub, Lee, Hana, Lee, Hyong-euk",https://openaccess.thecvf.com/content/ICCV2023/papers/Choi_Exploring_Positional_Characteristics_of_Dual-Pixel_Data_for_Camera_Autofocus_ICCV_2023_paper.pdf
Heterogeneous Forgetting Compensation for Class-Incremental Learning,"Dong, Jiahua, Liang, Wenqi, Cong, Yang, Sun, Gan",https://openaccess.thecvf.com/content/ICCV2023/papers/Dong_Heterogeneous_Forgetting_Compensation_for_Class-Incremental_Learning_ICCV_2023_paper.pdf
FemtoDet: An Object Detection Baseline for Energy Versus Performance Tradeoffs,"Tu, Peng, Xie, Xu, Ai, Guo, Li, Yuexiang, Huang, Yawen, Zheng, Yefeng",https://openaccess.thecvf.com/content/ICCV2023/papers/Tu_FemtoDet_An_Object_Detection_Baseline_for_Energy_Versus_Performance_Tradeoffs_ICCV_2023_paper.pdf
Generative Prompt Model for Weakly Supervised Object Localization,"Zhao, Yuzhong, Ye, Qixiang, Wu, Weijia, Shen, Chunhua, Wan, Fang",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhao_Generative_Prompt_Model_for_Weakly_Supervised_Object_Localization_ICCV_2023_paper.pdf
ActFormer: A GAN-based Transformer towards General Action-Conditioned 3D Human Motion Generation,"Xu, Liang, Song, Ziyang, Wang, Dongliang, Su, Jing, Fang, Zhicheng, Ding, Chenjing, Gan, Weihao, Yan, Yichao, Jin, Xin, Yang, Xiaokang, Zeng, Wenjun, Wu, Wei",https://openaccess.thecvf.com/content/ICCV2023/papers/Xu_ActFormer_A_GAN-based_Transformer_towards_General_Action-Conditioned_3D_Human_Motion_ICCV_2023_paper.pdf
Hiding Visual Information via Obfuscating Adversarial Perturbations,"Su, Zhigang, Zhou, Dawei, Wang, Nannan, Liu, Decheng, Wang, Zhen, Gao, Xinbo",https://openaccess.thecvf.com/content/ICCV2023/papers/Su_Hiding_Visual_Information_via_Obfuscating_Adversarial_Perturbations_ICCV_2023_paper.pdf
Category-aware Allocation Transformer for Weakly Supervised Object Localization,"Chen, Zhiwei, Ding, Jinren, Cao, Liujuan, Shen, Yunhang, Zhang, Shengchuan, Jiang, Guannan, Ji, Rongrong",https://openaccess.thecvf.com/content/ICCV2023/papers/Chen_Category-aware_Allocation_Transformer_for_Weakly_Supervised_Object_Localization_ICCV_2023_paper.pdf
Domain Specified Optimization for Deployment Authorization,"Wang, Haotian, Chi, Haoang, Yang, Wenjing, Lin, Zhipeng, Geng, Mingyang, Lan, Long, Zhang, Jing, Tao, Dacheng",https://openaccess.thecvf.com/content/ICCV2023/papers/Wang_Domain_Specified_Optimization_for_Deployment_Authorization_ICCV_2023_paper.pdf
Iterative Prompt Learning for Unsupervised Backlit Image Enhancement,"Liang, Zhexin, Li, Chongyi, Zhou, Shangchen, Feng, Ruicheng, Loy, Chen Change",https://openaccess.thecvf.com/content/ICCV2023/papers/Liang_Iterative_Prompt_Learning_for_Unsupervised_Backlit_Image_Enhancement_ICCV_2023_paper.pdf
UMIFormer: Mining the Correlations between Similar Tokens for Multi-View 3D Reconstruction,"Zhu, Zhenwei, Yang, Liying, Li, Ning, Jiang, Chaohao, Liang, Yanyan",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhu_UMIFormer_Mining_the_Correlations_between_Similar_Tokens_for_Multi-View_3D_ICCV_2023_paper.pdf
Improved Knowledge Transfer for Semi-Supervised Domain Adaptation via Trico Training Strategy,"Ngo, Ba Hung, Chae, Yeon Jeong, Kwon, Jung Eun, Park, Jae Hyeon, Cho, Sung In",https://openaccess.thecvf.com/content/ICCV2023/papers/Ngo_Improved_Knowledge_Transfer_for_Semi-Supervised_Domain_Adaptation_via_Trico_Training_ICCV_2023_paper.pdf
Locally Stylized Neural Radiance Fields,"Pang, Hong-Wing, Hua, Binh-Son, Yeung, Sai-Kit",https://openaccess.thecvf.com/content/ICCV2023/papers/Pang_Locally_Stylized_Neural_Radiance_Fields_ICCV_2023_paper.pdf
InterFormer: Real-time Interactive Image Segmentation,"Huang, You, Yang, Hao, Sun, Ke, Zhang, Shengchuan, Cao, Liujuan, Jiang, Guannan, Ji, Rongrong",https://openaccess.thecvf.com/content/ICCV2023/papers/Huang_InterFormer_Real-time_Interactive_Image_Segmentation_ICCV_2023_paper.pdf
Confidence-aware Pseudo-label Learning for Weakly Supervised Visual Grounding,"Liu, Yang, Zhang, Jiahua, Chen, Qingchao, Peng, Yuxin",https://openaccess.thecvf.com/content/ICCV2023/papers/Liu_Confidence-aware_Pseudo-label_Learning_for_Weakly_Supervised_Visual_Grounding_ICCV_2023_paper.pdf
Luminance-aware Color Transform for Multiple Exposure Correction,"Baek, Jong-Hyeon, Kim, DaeHyun, Choi, Su-Min, Lee, Hyo-jun, Kim, Hanul, Koh, Yeong Jun",https://openaccess.thecvf.com/content/ICCV2023/papers/Baek_Luminance-aware_Color_Transform_for_Multiple_Exposure_Correction_ICCV_2023_paper.pdf
A Simple Framework for Open-Vocabulary Segmentation and Detection,"Zhang, Hao, Li, Feng, Zou, Xueyan, Liu, Shilong, Li, Chunyuan, Yang, Jianwei, Zhang, Lei",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_A_Simple_Framework_for_Open-Vocabulary_Segmentation_and_Detection_ICCV_2023_paper.pdf
Alignment Before Aggregation: Trajectory Memory Retrieval Network for Video Object Segmentation,"Sun, Rui, Wang, Yuan, Mai, Huayu, Zhang, Tianzhu, Wu, Feng",https://openaccess.thecvf.com/content/ICCV2023/papers/Sun_Alignment_Before_Aggregation_Trajectory_Memory_Retrieval_Network_for_Video_Object_ICCV_2023_paper.pdf
UATVR: Uncertainty-Adaptive Text-Video Retrieval,"Fang, Bo, Wu, Wenhao, Liu, Chang, Zhou, Yu, Song, Yuxin, Wang, Weiping, Shu, Xiangbo, Ji, Xiangyang, Wang, Jingdong",https://openaccess.thecvf.com/content/ICCV2023/papers/Fang_UATVR_Uncertainty-Adaptive_Text-Video_Retrieval_ICCV_2023_paper.pdf
Deep Directly-Trained Spiking Neural Networks for Object Detection,"Su, Qiaoyi, Chou, Yuhong, Hu, Yifan, Li, Jianing, Mei, Shijie, Zhang, Ziyang, Li, Guoqi",https://openaccess.thecvf.com/content/ICCV2023/papers/Su_Deep_Directly-Trained_Spiking_Neural_Networks_for_Object_Detection_ICCV_2023_paper.pdf
Online Prototype Learning for Online Continual Learning,"Wei, Yujie, Ye, Jiaxin, Huang, Zhizhong, Zhang, Junping, Shan, Hongming",https://openaccess.thecvf.com/content/ICCV2023/papers/Wei_Online_Prototype_Learning_for_Online_Continual_Learning_ICCV_2023_paper.pdf
Robust e-NeRF: NeRF from Sparse \& Noisy Events under Non-Uniform Motion,"Low, Weng Fei, Lee, Gim Hee",https://openaccess.thecvf.com/content/ICCV2023/papers/Low_Robust_e-NeRF_NeRF_from_Sparse__Noisy_Events_under_Non-Uniform_ICCV_2023_paper.pdf
ActorsNeRF: Animatable Few-shot Human Rendering with Generalizable NeRFs,"Mu, Jiteng, Sang, Shen, Vasconcelos, Nuno, Wang, Xiaolong",https://openaccess.thecvf.com/content/ICCV2023/papers/Mu_ActorsNeRF_Animatable_Few-shot_Human_Rendering_with_Generalizable_NeRFs_ICCV_2023_paper.pdf
SALAD: Part-Level Latent Diffusion for 3D Shape Generation and Manipulation,"Koo, Juil, Yoo, Seungwoo, Nguyen, Minh Hieu, Sung, Minhyuk",https://openaccess.thecvf.com/content/ICCV2023/papers/Koo_SALAD_Part-Level_Latent_Diffusion_for_3D_Shape_Generation_and_Manipulation_ICCV_2023_paper.pdf
COMPASS: High-Efficiency Deep Image Compression with Arbitrary-scale Spatial Scalability,"Park, Jongmin, Lee, Jooyoung, Kim, Munchurl",https://openaccess.thecvf.com/content/ICCV2023/papers/Park_COMPASS_High-Efficiency_Deep_Image_Compression_with_Arbitrary-scale_Spatial_Scalability_ICCV_2023_paper.pdf
Masked Autoencoders Are Stronger Knowledge Distillers,"Lao, Shanshan, Song, Guanglu, Liu, Boxiao, Liu, Yu, Yang, Yujiu",https://openaccess.thecvf.com/content/ICCV2023/papers/Lao_Masked_Autoencoders_Are_Stronger_Knowledge_Distillers_ICCV_2023_paper.pdf
Score-Based Diffusion Models as Principled Priors for Inverse Imaging,"Feng, Berthy T., Smith, Jamie, Rubinstein, Michael, Chang, Huiwen, Bouman, Katherine L., Freeman, William T.",https://openaccess.thecvf.com/content/ICCV2023/papers/Feng_Score-Based_Diffusion_Models_as_Principled_Priors_for_Inverse_Imaging_ICCV_2023_paper.pdf
Multiscale Structure Guided Diffusion for Image Deblurring,"Ren, Mengwei, Delbracio, Mauricio, Talebi, Hossein, Gerig, Guido, Milanfar, Peyman",https://openaccess.thecvf.com/content/ICCV2023/papers/Ren_Multiscale_Structure_Guided_Diffusion_for_Image_Deblurring_ICCV_2023_paper.pdf
Multiple Planar Object Tracking,"Zhang, Zhicheng, Liu, Shengzhe, Yang, Jufeng",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_Multiple_Planar_Object_Tracking_ICCV_2023_paper.pdf
CheckerPose: Progressive Dense Keypoint Localization for Object Pose Estimation with Graph Neural Network,"Lian, Ruyi, Ling, Haibin",https://openaccess.thecvf.com/content/ICCV2023/papers/Lian_CheckerPose_Progressive_Dense_Keypoint_Localization_for_Object_Pose_Estimation_with_ICCV_2023_paper.pdf
ASIC: Aligning Sparse in-the-wild Image Collections,"Gupta, Kamal, Jampani, Varun, Esteves, Carlos, Shrivastava, Abhinav, Makadia, Ameesh, Snavely, Noah, Kar, Abhishek",https://openaccess.thecvf.com/content/ICCV2023/papers/Gupta_ASIC_Aligning_Sparse_in-the-wild_Image_Collections_ICCV_2023_paper.pdf
Residual Pattern Learning for Pixel-Wise Out-of-Distribution Detection in Semantic Segmentation,"Liu, Yuyuan, Ding, Choubo, Tian, Yu, Pang, Guansong, Belagiannis, Vasileios, Reid, Ian, Carneiro, Gustavo",https://openaccess.thecvf.com/content/ICCV2023/papers/Liu_Residual_Pattern_Learning_for_Pixel-Wise_Out-of-Distribution_Detection_in_Semantic_Segmentation_ICCV_2023_paper.pdf
Hierarchical Visual Primitive Experts for Compositional Zero-Shot Learning,"Kim, Hanjae, Lee, Jiyoung, Park, Seongheon, Sohn, Kwanghoon",https://openaccess.thecvf.com/content/ICCV2023/papers/Kim_Hierarchical_Visual_Primitive_Experts_for_Compositional_Zero-Shot_Learning_ICCV_2023_paper.pdf
Event Camera Data Pre-training,"Yang, Yan, Pan, Liyuan, Liu, Liu",https://openaccess.thecvf.com/content/ICCV2023/papers/Yang_Event_Camera_Data_Pre-training_ICCV_2023_paper.pdf
Segment Every Reference Object in Spatial and Temporal Spaces,"Wu, Jiannan, Jiang, Yi, Yan, Bin, Lu, Huchuan, Yuan, Zehuan, Luo, Ping",https://openaccess.thecvf.com/content/ICCV2023/papers/Wu_Segment_Every_Reference_Object_in_Spatial_and_Temporal_Spaces_ICCV_2023_paper.pdf
Unified Out-Of-Distribution Detection: A Model-Specific Perspective,"Averly, Reza, Chao, Wei-Lun",https://openaccess.thecvf.com/content/ICCV2023/papers/Averly_Unified_Out-Of-Distribution_Detection_A_Model-Specific_Perspective_ICCV_2023_paper.pdf
One-shot Implicit Animatable Avatars with Model-based Priors,"Huang, Yangyi, Yi, Hongwei, Liu, Weiyang, Wang, Haofan, Wu, Boxi, Wang, Wenxiao, Lin, Binbin, Zhang, Debing, Cai, Deng",https://openaccess.thecvf.com/content/ICCV2023/papers/Huang_One-shot_Implicit_Animatable_Avatars_with_Model-based_Priors_ICCV_2023_paper.pdf
Unsupervised Feature Representation Learning for Domain-generalized Cross-domain Image Retrieval,"Hu, Conghui, Zhang, Can, Lee, Gim Hee",https://openaccess.thecvf.com/content/ICCV2023/papers/Hu_Unsupervised_Feature_Representation_Learning_for_Domain-generalized_Cross-domain_Image_Retrieval_ICCV_2023_paper.pdf
RankMatch: Fostering Confidence and Consistency in Learning with Noisy Labels,"Zhang, Ziyi, Chen, Weikai, Fang, Chaowei, Li, Zhen, Chen, Lechao, Lin, Liang, Li, Guanbin",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_RankMatch_Fostering_Confidence_and_Consistency_in_Learning_with_Noisy_Labels_ICCV_2023_paper.pdf
Dec-Adapter: Exploring Efficient Decoder-Side Adapter for Bridging Screen Content and Natural Image Compression,"Shen, Sheng, Yue, Huanjing, Yang, Jingyu",https://openaccess.thecvf.com/content/ICCV2023/papers/Shen_Dec-Adapter_Exploring_Efficient_Decoder-Side_Adapter_for_Bridging_Screen_Content_and_ICCV_2023_paper.pdf
MixReorg: Cross-Modal Mixed Patch Reorganization is a Good Mask Learner for Open-World Semantic Segmentation,"Cai, Kaixin, Ren, Pengzhen, Zhu, Yi, Xu, Hang, Liu, Jianzhuang, Li, Changlin, Wang, Guangrun, Liang, Xiaodan",https://openaccess.thecvf.com/content/ICCV2023/papers/Cai_MixReorg_Cross-Modal_Mixed_Patch_Reorganization_is_a_Good_Mask_Learner_ICCV_2023_paper.pdf
Preface: A Data-driven Volumetric Prior for Few-shot Ultra High-resolution Face Synthesis,"B\""uhler, Marcel C., Sarkar, Kripasindhu, Shah, Tanmay, Li, Gengyan, Wang, Daoye, Helminger, Leonhard, Orts-Escolano, Sergio, Lagun, Dmitry, Hilliges, Otmar, Beeler, Thabo, Meka, Abhimitra",https://openaccess.thecvf.com/content/ICCV2023/papers/Buhler_Preface_A_Data-driven_Volumetric_Prior_for_Few-shot_Ultra_High-resolution_Face_ICCV_2023_paper.pdf
Label-Guided Knowledge Distillation for Continual Semantic Segmentation on 2D Images and 3D Point Clouds,"Yang, Ze, Li, Ruibo, Ling, Evan, Zhang, Chi, Wang, Yiming, Huang, Dezhao, Ma, Keng Teck, Hur, Minhoe, Lin, Guosheng",https://openaccess.thecvf.com/content/ICCV2023/papers/Yang_Label-Guided_Knowledge_Distillation_for_Continual_Semantic_Segmentation_on_2D_Images_ICCV_2023_paper.pdf
Under-Display Camera Image Restoration with Scattering Effect,"Song, Binbin, Chen, Xiangyu, Xu, Shuning, Zhou, Jiantao",https://openaccess.thecvf.com/content/ICCV2023/papers/Song_Under-Display_Camera_Image_Restoration_with_Scattering_Effect_ICCV_2023_paper.pdf
PRANC: Pseudo RAndom Networks for Compacting Deep Models,"Nooralinejad, Parsa, Abbasi, Ali, Koohpayegani, Soroush Abbasi, Meibodi, Kossar Pourahmadi, Khan, Rana Muhammad Shahroz, Kolouri, Soheil, Pirsiavash, Hamed",https://openaccess.thecvf.com/content/ICCV2023/papers/Nooralinejad_PRANC_Pseudo_RAndom_Networks_for_Compacting_Deep_Models_ICCV_2023_paper.pdf
ICICLE: Interpretable Class Incremental Continual Learning,"Rymarczyk, Dawid, van de Weijer, Joost, Zieli\'nski, Bartosz, Twardowski, Bartlomiej",https://openaccess.thecvf.com/content/ICCV2023/papers/Rymarczyk_ICICLE_Interpretable_Class_Incremental_Continual_Learning_ICCV_2023_paper.pdf
Clutter Detection and Removal in 3D Scenes with View-Consistent Inpainting,"Wei, Fangyin, Funkhouser, Thomas, Rusinkiewicz, Szymon",https://openaccess.thecvf.com/content/ICCV2023/papers/Wei_Clutter_Detection_and_Removal_in_3D_Scenes_with_View-Consistent_Inpainting_ICCV_2023_paper.pdf
PointCLIP V2: Prompting CLIP and GPT for Powerful 3D Open-world Learning,"Zhu, Xiangyang, Zhang, Renrui, He, Bowei, Guo, Ziyu, Zeng, Ziyao, Qin, Zipeng, Zhang, Shanghang, Gao, Peng",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhu_PointCLIP_V2_Prompting_CLIP_and_GPT_for_Powerful_3D_Open-world_ICCV_2023_paper.pdf
VideoFlow: Exploiting Temporal Cues for Multi-frame Optical Flow Estimation,"Shi, Xiaoyu, Huang, Zhaoyang, Bian, Weikang, Li, Dasong, Zhang, Manyuan, Cheung, Ka Chun, See, Simon, Qin, Hongwei, Dai, Jifeng, Li, Hongsheng",https://openaccess.thecvf.com/content/ICCV2023/papers/Shi_VideoFlow_Exploiting_Temporal_Cues_for_Multi-frame_Optical_Flow_Estimation_ICCV_2023_paper.pdf
3DMiner: Discovering Shapes from Large-Scale Unannotated Image Datasets,"Cheng, Ta-Ying, Gadelha, Matheus, Pirk, S\""oren, Groueix, Thibault, M\v{e",https://openaccess.thecvf.com/content/ICCV2023/papers/Cheng_3DMiner_Discovering_Shapes_from_Large-Scale_Unannotated_Image_Datasets_ICCV_2023_paper.pdf
Identification of Systematic Errors of Image Classifiers on Rare Subgroups,"Metzen, Jan Hendrik, Hutmacher, Robin, Hua, N. Grace, Boreiko, Valentyn, Zhang, Dan",https://openaccess.thecvf.com/content/ICCV2023/papers/Metzen_Identification_of_Systematic_Errors_of_Image_Classifiers_on_Rare_Subgroups_ICCV_2023_paper.pdf
Hierarchical Spatio-Temporal Representation Learning for Gait Recognition,"Wang, Lei, Liu, Bo, Liang, Fangfang, Wang, Bincheng",https://openaccess.thecvf.com/content/ICCV2023/papers/Wang_Hierarchical_Spatio-Temporal_Representation_Learning_for_Gait_Recognition_ICCV_2023_paper.pdf
Order-Prompted Tag Sequence Generation for Video Tagging,"Ma, Zongyang, Zhang, Ziqi, Chen, Yuxin, Qi, Zhongang, Luo, Yingmin, Li, Zekun, Yuan, Chunfeng, Li, Bing, Qie, Xiaohu, Shan, Ying, Hu, Weiming",https://openaccess.thecvf.com/content/ICCV2023/papers/Ma_Order-Prompted_Tag_Sequence_Generation_for_Video_Tagging_ICCV_2023_paper.pdf
XVO: Generalized Visual Odometry via Cross-Modal Self-Training,"Lai, Lei, Shangguan, Zhongkai, Zhang, Jimuyang, Ohn-Bar, Eshed",https://openaccess.thecvf.com/content/ICCV2023/papers/Lai_XVO_Generalized_Visual_Odometry_via_Cross-Modal_Self-Training_ICCV_2023_paper.pdf
